Variety	TokenID	TextID	LineID	SpeakerID	Corpus	Genre	GenreCode	Register	Mode	WholeConstructionPlain	Verb	Particle	VerbPart	VerbForm	DirObjPlain	DirObjHeadPlain	Response	DirObjWordLength	DirObjLettLength	DirObjExprType	DirObjDefiniteness	DirObjGivenness	DirObjConcreteness	Semantics	DirObjThematicity	DirectionalPP	PrimeType	VerbFreq	PartFreq	VerbPartFreq	DeltaP.cueV	DeltaP.cueP	PMI	t.score	DICE	LogLikR	Surprisal.P	Surprisal.V	PartOnset	CValternation	CValternation2	CV.binary	JoinedDist	SplitDist	StressClash	Rhythm
IE	PART10062	IRE:S1A-037:1	IRE:S1A-037:115	IRE:S1A-037:115	ICE	PrivateDia	a	spok.informal	spoken	put a wooden one in	put	in	put in	put	a wooden one	one	Discontinuous	3	10	nc	indef	given	Concrete	compositional	10.1910828	no	none	940	19098	96	0.083107781	0.004166272	2.418880181	7.965728396	0.009581795	172.9462033	3.291554446	7.636171442	V	CV	CV.VC	other	0	0	yes	0
IE	PART10063	IRE:S1A-011:1	IRE:S1A-011:3	IRE:S1A-011:3	ICE	PrivateDia	a	spok.informal	spoken	put on a Yankee accent	put	on	put on	put	a Yankee accent	accent	Continuous	3	13	nc	indef	new	Nonconcrete	non-compositional	0.99009901	no	none	940	7345	56	0.05227861	0.006733693	3.019859769	6.560688877	0.013518407	139.2092103	4.069162025	7.035191853	V	CV	CV.VC	other	0	0	yes	0
IE	PART10064	IRE:S2A-058:1	IRE:S2A-058:2	IRE:S2A-058:2	ICE	UnscriptMono	c	spok.informal	spoken	cutting out a zigzag shape	cut	out	cut out	cutting	a zigzag shape	shape	Continuous	3	12	nc	indef	new	Nonconcrete	compositional	6.594441828	no	Discontinuous	183	2635	19	0.101208658	0.007046193	5.300208998	4.24827353	0.013484741	104.6463078	3.267772325	7.115659733	V	CV	CV.VC	other	1	1	no	0
IE	PART10065	IRE:W2A-020:2	IRE:W2A-020:57	IRE:W2A-020:57	ICE	AcademicWrit	g	writ.formal	written	rule out all "_" direct abortions	rule	out	rule out	rule	all """"_"""" direct abortions	abortion	Continuous	3	19	nc	def	new	Nonconcrete	non-compositional	21.81818182	no	none	26	2635	10	0.381990316	0.003779024	7.1894697	3.140612896	0.007515971	84.25297366	1.378511623	8.041659152	V	CV	CV.VC	other	0	1	yes	1
IE	PART10066	IRE:S1A-059:1	IRE:S1A-059:94	IRE:S1A-059:94	ICE	PrivateDia	a	spok.informal	spoken	getting all my money in	get	in	get in	getting	all my money	money	Discontinuous	3	10	nc	def	new	Concrete	non-compositional	2.985074627	no	none	3658	19098	78	0.002233297	0.000434495	0.158997486	0.921618704	0.006855335	0.935546961	5.551437141	7.935731723	V	CV	CV.VC	other	1	1	no	0
IE	PART10067	IRE:S1B-065:1	IRE:S1B-065:77	IRE:S1B-065:77	ICE	PublicDia	b	spok.formal	spoken	read all of it out	read	out	read out	read	all of it	it	Discontinuous	3	7	nc	def	given	Nonconcrete	compositional	15.72327044	no	Continuous	262	2635	6	0.020271074	0.002020364	3.119520822	2.16764737	0.004142216	15.44754838	5.448460501	8.778624746	V	CV	CV.VC	other	0	0	yes	0
IE	PART10068	IRE:S2A-052:1	IRE:S2A-052:2	IRE:S2A-052:2	ICE	UnscriptMono	c	spok.informal	spoken	put all of those in	put	in	put in	put	all of those	those	Discontinuous	3	10	nc	def	new	Nonconcrete	compositional	7.608178792	no	Continuous	940	19098	96	0.083107781	0.004166272	2.418880181	7.965728396	0.009581795	172.9462033	3.291554446	7.636171442	V	CV	CV.VC	other	0	0	yes	0
IE	PART10069	IRE:S1A-066:1	IRE:S1A-066:238	IRE:S1A-066:238	ICE	PrivateDia	a	spok.informal	spoken	pick out all the brown	pick	out	pick out	pick	all the brown	brown	Continuous	3	11	nc	def	given	Nonconcrete	compositional	1.892147588	no	none	123	2635	7	0.054282246	0.00254024	4.43282174	2.523251136	0.005076142	30.05162596	4.135159583	8.556232324	V	CV	CV.VC	other	0	0	yes	0
CA	PART1007	CAN:S2A-051:1	CAN:S2A-051:1:65	CAN:S2A-051:1:65:A	ICE	UnscriptMono	c	spok.informal	spoken	bring the head back	bring	back	bring back	bring	the head	head	Discontinuous	2	7	nc	def	given	Concrete	compositional	14.69450889	yes	Discontinuous	454	915	12	0.025528308	0.012672349	4.85235465	3.344183077	0.017531045	57.99823978	5.241585987	6.252665432	C	CC	CC	CC	0	1	yes	1
IE	PART10070	IRE:S1B-074:1	IRE:S1B-074:19	IRE:S1B-074:19	ICE	PublicDia	b	spok.formal	spoken	laid out all the conditions	lay	out	lay out	laid	all the conditions	condition	Continuous	3	16	nc	def	new	Nonconcrete	non-compositional	0.82781457	no	none	92	2635	12	0.127811541	0.004473868	5.629381867	3.394120989	0.00880088	71.76069465	2.938599455	7.778624746	V	CV	CV.VC	other	0	0	yes	0
IE	PART10071	IRE:S1A-027:1	IRE:S1A-027:131	IRE:S1A-027:131	ICE	PrivateDia	a	spok.informal	spoken	blew out all the smoke	blow	out	blow out	blew	all the smoke	smoke	Continuous	3	11	nc	def	new	Concrete	compositional	6.006006006	no	Discontinuous	39	2635	4	0.099933	0.001482934	5.282579104	1.9486175	0.002991773	21.90836342	3.285402219	9.363587247	V	VV	VV	other	0	0	yes	0
IE	PART10072	IRE:S2A-008:1	IRE:S2A-008:2	IRE:S2A-008:2	ICE	UnscriptMono	c	spok.informal	spoken	chase all the way back	chase	back	chase back	chase	all the way	way	Discontinuous	3	9	nc	def	new	Nonconcrete	compositional	5.594405594	no	Discontinuous	15	1161	1	0.065506649	0.00084731	5.843525717	0.982585	0.00170068	6.202406036	3.906890596	10.18115226	C	CC	CC	CC	0	0	yes	0
IE	PART10073	IRE:S1A-013:1	IRE:S1A-013:23	IRE:S1A-013:23	ICE	PrivateDia	a	spok.informal	spoken	took all the wood away	take	away	take away	took	all the wood	wood	Discontinuous	3	10	nc	def	given	Concrete	compositional	6.125574273	no	none	1718	492	15	0.008253262	0.028783967	4.149430338	3.654739185	0.013574661	58.50459871	6.839623726	5.03562391	V	CV	CV.VC	other	1	0	no	-1
IE	PART10074	IRE:S2A-023:1	IRE:S2A-023:2	IRE:S2A-023:2	ICE	UnscriptMono	c	spok.informal	spoken	takes away all your pride	take	away	take away	takes	all your pride	pride	Continuous	3	12	nc	def	new	Nonconcrete	non-compositional	0.778816199	no	Continuous	1718	492	15	0.008253262	0.028783967	4.149430338	3.654739185	0.013574661	58.50459871	6.839623726	5.03562391	V	CV	CV.VC	other	1	0	no	-1
IE	PART10075	IRE:W1B-010:2	IRE:W1B-010:87	IRE:W1B-010:87	ICE	Letters	f	writ.informal	written	sending out an application form	send	out	send out	sending	an application form	form	Continuous	3	17	nc	indef	new	Nonconcrete	compositional	2.479338843	yes	none	231	2635	15	0.06231446	0.005476029	4.623122877	3.715821555	0.010467551	68.34975019	3.944858446	7.456696651	V	CV	CV.VC	other	1	1	no	0
IE	PART10076	IRE:W2F-020:1	IRE:W2F-020:130	IRE:W2F-020:130	ICE	CreativeWrit	l	writ.informal	written	putting on an interested face	put	on	put on	putting	an interested face	face	Continuous	3	16	nc	indef	new	Concrete	non-compositional	5.671077505	no	none	940	7345	56	0.05227861	0.006733693	3.019859769	6.560688877	0.013518407	139.2092103	4.069162025	7.035191853	V	CV	CV.VC	other	1	1	no	0
IE	PART10077	IRE:S2B-008:1	IRE:S2B-008:20	IRE:S2B-008:20	ICE	ScriptedMono	d	spok.formal	spoken	set up an international camp	set	up	set up	set	an international camp	camp	Continuous	3	19	nc	indef	new	Nonconcrete	non-compositional	2.911208151	no	none	403	2548	104	0.255619531	0.040516563	6.662222697	10.09734869	0.070484581	787.7812916	1.95419631	4.614709844	V	CV	CV.VC	other	0	0	yes	0
IE	PART10078	IRE:S2B-020:1	IRE:S2B-020:4	IRE:S2B-020:4	ICE	ScriptedMono	d	spok.formal	spoken	shot down an Iraqi jet	shoot	down	shoot down	shot	an Iraqi jet	jet	Continuous	3	10	nc	indef	given	Concrete	compositional	1.977261493	no	none	71	1148	2	0.027022933	0.001673081	4.616914523	1.356578703	0.003281378	9.019406554	5.14974712	9.164906927	C	CC	CC	CC	0	0	yes	0
IE	PART10079	IRE:W2C-019:1	IRE:W2C-019:19	IRE:W2C-019:19	ICE	Reportage	i	writ.informal	written	take on another 300 people	take	on	take on	take	another 300 people	people	Continuous	3	16	nc	indef	new	Concrete	non-compositional	4.55996352	yes	none	1718	7345	41	0.016548389	0.00389262	1.700059477	4.432412827	0.009047777	40.45129646	5.388962317	7.484994771	V	CV	CV.VC	other	0	1	yes	1
CA	PART1008	CAN:S2A-051:1	CAN:S2A-051:1:70	CAN:S2A-051:1:70:A	ICE	UnscriptMono	c	spok.informal	spoken	bring the head back	bring	back	bring back	bring	the head	head	Discontinuous	2	7	nc	def	given	Concrete	compositional	14.69450889	yes	Discontinuous	454	915	12	0.025528308	0.012672349	4.85235465	3.344183077	0.017531045	57.99823978	5.241585987	6.252665432	C	CC	CC	CC	0	1	yes	1
IE	PART10080	IRE:S2A-054:1	IRE:S2A-054:2	IRE:S2A-054:2	ICE	UnscriptMono	c	spok.informal	spoken	take another deep breath in	take	in	take in	take	another deep breath	breath	Discontinuous	3	17	nc	indef	given	Nonconcrete	compositional	12.58917331	no	Continuous	1718	19098	33	0.000110572	0.0000101	0.008314425	0.03301139	0.003170638	0.001117208	5.702120202	9.176739823	V	CV	CV.VC	other	0	1	yes	1
IE	PART10081	IRE:W2D-001:3	IRE:W2D-001:9	IRE:W2D-001:9	ICE	InstructWrit	j	writ.formal	written	carrying out approved private work	carry	out	carry out	carrying	approved private work	work	Continuous	3	19	nc	indef	given	Nonconcrete	non-compositional	17.93721973	no	none	259	2635	158	0.607560968	0.059860782	7.854953783	12.51551109	0.109191431	1540.42639	0.71302754	4.059806498	V	CV	CV.VC	other	2	3	no	1
IE	PART10082	IRE:W2D-002:1	IRE:W2D-002:29	IRE:W2D-002:29	ICE	InstructWrit	j	writ.formal	written	takes in around 1.3 billion	take	in	take in	takes	around 1.3 billion	billion	Continuous	3	15	nc	indef	new	Nonconcrete	non-compositional	4.705882353	no	none	1718	19098	33	0.000110572	0.0000101	0.008314425	0.03301139	0.003170638	0.001117208	5.702120202	9.176739823	V	CV	CV.VC	other	0	1	yes	1
IE	PART10083	IRE:S2A-029:2	IRE:S2A-029:2	IRE:S2A-029:2	ICE	UnscriptMono	c	spok.informal	spoken	put in as much work	put	in	put in	put	as much work	work	Continuous	3	10	nc	indef	given	Nonconcrete	non-compositional	20.5655527	no	Discontinuous	940	19098	96	0.083107781	0.004166272	2.418880181	7.965728396	0.009581795	172.9462033	3.291554446	7.636171442	V	CV	CV.VC	other	0	0	yes	0
IE	PART10084	IRE:S2A-049:1	IRE:S2A-049:2	IRE:S2A-049:2	ICE	UnscriptMono	c	spok.informal	spoken	putting up boards or something	put	up	put up	putting	boards or something	something	Continuous	3	17	nc	indef	new	Nonconcrete	compositional	2.219755827	no	Discontinuous	940	2548	26	0.025135202	0.009287747	3.440341779	4.629297836	0.014908257	77.61216944	5.176077228	6.614709844	V	CV	CV.VC	other	1	1	no	0
IE	PART10085	IRE:W2C-007:2	IRE:W2C-007:6	IRE:W2C-007:6	ICE	Reportage	i	writ.informal	written	setting up colleague Brian Armour	set	up	set up	setting	colleague Brian Armour	Armour	Continuous	3	20	np	def	new	Concrete	non-compositional	0.97323601	yes	Discontinuous	403	2548	104	0.255619531	0.040516563	6.662222697	10.09734869	0.070484581	787.7812916	1.95419631	4.614709844	V	CV	CV.VC	other	1	1	no	0
IE	PART10086	IRE:S2A-032:1	IRE:S2A-032:3	IRE:S2A-032:3	ICE	UnscriptMono	c	spok.informal	spoken	bringing in computers and stuff	bring	in	bring in	bringing	computers and stuff	stuff	Continuous	3	17	nc	indef	new	Nonconcrete	compositional	0.914494742	yes	Continuous	501	19098	42	0.064766783	0.001731247	2.134085257	5.004351124	0.004285933	61.63719326	3.57634937	8.82881652	V	CV	CV.VC	other	1	2	no	1
IE	PART10087	IRE:W2E-007:2	IRE:W2E-007:16	IRE:W2E-007:16	ICE	PersuasiveWrit	k	writ.informal	written	bringing co-operation and security back	bring	back	bring back	bringing	co-operation and security	co-operation	Discontinuous	3	22	nc	indef	new	Nonconcrete	non-compositional	0.895656068	yes	none	501	1161	8	0.014814486	0.006397039	3.781749519	2.622778906	0.009626955	27.26236582	5.968666793	7.181152257	C	CC	CC	CC	1	4	no	3
IE	PART10088	IRE:W2B-036:1	IRE:W2B-036:98	IRE:W2B-036:98	ICE	PopularWrit	h	writ.formal	written	kill off disease causing organisms	kill	off	kill off	kill	disease causing organisms	organism	Continuous	3	23	nc	indef	new	Nonconcrete	non-compositional	0.998003992	no	none	139	766	2	0.013624383	0.002473861	4.231426915	1.338925075	0.00441989	7.975575802	6.118941073	8.581200582	V	CV	CV.VC	other	0	1	yes	1
IE	PART10089	IRE:S2B-046:1	IRE:S2B-046:2	IRE:S2B-046:2	ICE	ScriptedMono	d	spok.formal	spoken	call up Dowden s ghost	call	up	call up	call	Dowden s ghost	ghost	Continuous	2	12	np	def	new	Nonconcrete	non-compositional	0.969932105	no	none	675	2548	7	0.007827654	0.002077546	2.025030237	1.995690214	0.004343779	9.143317709	6.59138877	8.50779464	V	CV	CV.VC	other	0	0	yes	0
CA	PART1009	CAN:S2B-029:1	CAN:S2B-029:1:67	CAN:S2B-029:1:67:B	ICE	ScriptedMono	d	spok.formal	spoken	bring the salmon back	bring	back	bring back	bring	the salmon	salmon	Discontinuous	2	9	nc	def	new	Concrete	compositional	0.943841435	yes	none	454	915	12	0.025528308	0.012672349	4.85235465	3.344183077	0.017531045	57.99823978	5.241585987	6.252665432	C	CC	CC	CC	0	1	yes	1
IE	PART10090	IRE:S2A-031:2	IRE:S2A-031:3	IRE:S2A-031:3	ICE	UnscriptMono	c	spok.informal	spoken	set up emergency accommodation projects	set	up	set up	set	emergency accommodation projects	project	Continuous	3	30	nc	indef	new	Nonconcrete	non-compositional	3.720930233	no	Continuous	403	2548	104	0.255619531	0.040516563	6.662222697	10.09734869	0.070484581	787.7812916	1.95419631	4.614709844	V	CV	CV.VC	other	0	1	yes	1
IE	PART10091	IRE:W1A-008:1	IRE:W1A-008:56	IRE:W1A-008:56	ICE	StudentWrit	e	writ.informal	written	set up expectations for responses	set	up	set up	set	expectations for responses	response	Continuous	3	24	nc	indef	new	Nonconcrete	non-compositional	3.855421687	no	none	403	2548	104	0.255619531	0.040516563	6.662222697	10.09734869	0.070484581	787.7812916	1.95419631	4.614709844	V	CV	CV.VC	other	0	2	yes	2
IE	PART10092	IRE:S2A-033:1	IRE:S2A-033:2	IRE:S2A-033:2	ICE	UnscriptMono	c	spok.informal	spoken	sent out five hundred mailshots	send	out	send out	sent	five hundred mailshots	mailshots	Continuous	3	20	nc	indef	new	Nonconcrete	compositional	1.215066829	no	Continuous	231	2635	15	0.06231446	0.005476029	4.623122877	3.715821555	0.010467551	68.34975019	3.944858446	7.456696651	V	CV	CV.VC	other	0	0	yes	0
IE	PART10093	IRE:W2F-007:1	IRE:W2F-007:112	IRE:W2F-007:112	ICE	CreativeWrit	l	writ.informal	written	tearing out gaping metal craters	tear	out	tear out	tearing	gaping metal craters	crater	Continuous	3	18	nc	indef	new	Concrete	compositional	0.883392226	no	none	16	2635	1	0.059865958	0.000364467	4.567981323	0.95784	0.000754432	4.475914596	4	11.36358725	V	CV	CV.VC	other	1	1	no	0
IE	PART10094	IRE:S2A-059:1	IRE:S2A-059:2	IRE:S2A-059:2	ICE	UnscriptMono	c	spok.informal	spoken	put in half a layer	put	in	put in	put	half a layer	layer	Continuous	3	10	nc	indef	given	Concrete	compositional	4.310344828	no	Continuous	940	19098	96	0.083107781	0.004166272	2.418880181	7.965728396	0.009581795	172.9462033	3.291554446	7.636171442	V	CV	CV.VC	other	0	0	yes	0
IE	PART10095	IRE:W2C-002:2	IRE:W2C-002:12	IRE:W2C-002:12	ICE	Reportage	i	writ.informal	written	bit half his ear off	bite	off	bite off	bit	half his ear	ear	Discontinuous	3	10	nc	indef	new	Concrete	compositional	6.806028196	no	Discontinuous	29	766	3	0.102685254	0.003890429	7.077349493	1.719225549	0.00754717	23.80695339	3.273018494	7.996238081	V	CV	CV.VC	other	0	0	yes	0
IE	PART10096	IRE:W2B-016:2	IRE:W2B-016:63	IRE:W2B-016:63	ICE	PopularWrit	h	writ.formal	written	buying off her council house	buy	off	buy off	buying	her council house	house	Continuous	3	15	nc	def	new	Nonconcrete	non-compositional	5.801305294	no	Discontinuous	277	766	3	0.010067114	0.003642239	3.821588322	1.609547473	0.005752637	10.35624584	6.528779665	7.996238081	V	CV	CV.VC	other	1	1	no	0
IE	PART10097	IRE:S2A-064:1	IRE:S2A-064:10	IRE:S2A-064:10	ICE	UnscriptMono	c	spok.informal	spoken	put out her left arm	put	out	put out	put	her left arm	arm	Continuous	3	10	nc	def	new	Concrete	compositional	5.202526942	no	none	940	2635	16	0.014399812	0.005145665	2.691464376	3.380775	0.008951049	32.91816602	5.876516947	7.363587247	V	CV	CV.VC	other	0	0	yes	0
IE	PART10098	IRE:W2E-002:4	IRE:W2E-002:22	IRE:W2E-002:22	ICE	PersuasiveWrit	k	writ.informal	written	make up her own mind	make	up	make up	make	her own mind	mind	Continuous	3	10	nc	def	new	Concrete	non-compositional	2.976190476	no	none	2014	2548	62	0.028293492	0.022375824	3.594767349	7.222284878	0.027181061	198.1444043	5.021651658	5.360953252	V	CV	CV.VC	other	0	0	yes	0
IE	PART10099	IRE:S1B-051:1	IRE:S1B-051:4	IRE:S1B-051:4	ICE	PublicDia	b	spok.formal	spoken	setting out his legislative programme	set	out	set out	setting	his legislative programme	programme	Continuous	3	23	nc	def	given	Nonconcrete	non-compositional	4.6692607	no	Continuous	403	2635	75	0.183543186	0.028134132	6.142163985	8.53763581	0.049374589	507.359652	2.425817338	5.134768556	V	CV	CV.VC	other	1	1	no	0
CA	PART101	CAN:W1B-002:3	CAN:W1B-002:3:110	CAN:W1B-002:3:110	ICE	Letters	f	writ.informal	written	took off a couple of layers	take	off	take off	took	a couple of layers	couple	Continuous	4	15	nc	indef	new	Nonconcrete	compositional	1.886792453	no	Discontinuous	1798	788	25	0.013139964	0.02995149	4.141195634	4.7166352	0.01933488	97.38228206	6.168321116	4.97819563	V	CV	CV.VC	other	0	0	yes	0
CA	PART1010	CAN:S2A-051:1	CAN:S2A-051:1:96	CAN:S2A-051:1:96:A	ICE	UnscriptMono	c	spok.informal	spoken	bring the left arm back	bring	back	bring back	bring	the left arm	arm	Discontinuous	3	10	nc	def	given	Concrete	compositional	16.2412993	no	Discontinuous	454	915	12	0.025528308	0.012672349	4.85235465	3.344183077	0.017531045	57.99823978	5.241585987	6.252665432	C	CC	CC	CC	0	1	yes	1
IE	PART10100	IRE:W2D-014:1	IRE:W2D-014:2	IRE:W2D-014:2	ICE	InstructWrit	j	writ.formal	written	pass on his many experiences	pass	on	pass on	pass	his many experiences	experience	Continuous	3	18	nc	def	new	Nonconcrete	non-compositional	2.819548872	no	none	160	7345	15	0.086418827	0.001896133	3.673984295	3.569548011	0.003997335	50.01487986	3.415037499	8.93565618	V	CV	CV.VC	other	0	0	yes	0
IE	PART10101	IRE:S2B-032:1	IRE:S2B-032:13	IRE:S2B-032:13	ICE	ScriptedMono	d	spok.formal	spoken	acts out his moral dilemma	act	out	act out	acts	his moral dilemma	dilemma	Continuous	3	15	nc	def	new	Nonconcrete	non-compositional	0.955566173	no	Discontinuous	125	2635	3	0.021367671	0.001016198	3.187159539	1.541886063	0.002173913	7.974110605	5.380821784	9.778624746	V	CV	CV.VC	other	0	0	yes	0
IE	PART10102	IRE:S2A-012:2	IRE:S2A-012:3	IRE:S2A-012:3	ICE	UnscriptMono	c	spok.informal	spoken	put on his thinking cap	put	on	put on	put	his thinking cap	cap	Continuous	3	14	nc	def	new	Nonconcrete	non-compositional	0.946073794	no	Continuous	940	7345	56	0.05227861	0.006733693	3.019859769	6.560688877	0.013518407	139.2092103	4.069162025	7.035191853	V	CV	CV.VC	other	0	0	yes	0
IE	PART10103	IRE:S1A-001:1	IRE:S1A-001:72	IRE:S1A-001:72	ICE	PrivateDia	a	spok.informal	spoken	sent his youngest child out	send	out	send out	sent	his youngest child	child	Discontinuous	3	16	nc	def	new	Concrete	compositional	1.879699248	yes	none	231	2635	15	0.06231446	0.005476029	4.623122877	3.715821555	0.010467551	68.34975019	3.944858446	7.456696651	V	CV	CV.VC	other	0	0	yes	0
IE	PART10104	IRE:S2A-040:1	IRE:S2A-040:5	IRE:S2A-040:5	ICE	UnscriptMono	c	spok.informal	spoken	sum up human resource planning	sum	up	sum up	sum	human resource planning	planning	Continuous	3	21	nc	indef	new	Nonconcrete	non-compositional	10.89648341	no	Continuous	7	2548	6	0.854600839	0.002353786	8.394026586	2.442208226	0.004696673	65.94692438	0.222392421	8.730187062	V	CV	CV.VC	other	0	0	yes	0
IE	PART10105	IRE:S1B-079:1	IRE:S1B-079:26	IRE:S1B-079:26	ICE	PublicDia	b	spok.formal	spoken	slow down images and everything	slow	down	slow down	slow	images and everything	images	Continuous	3	19	nc	indef	new	Nonconcrete	non-compositional	0.952834683	no	none	18	1148	11	0.609974091	0.009574873	9.05616826	3.31039436	0.018867925	124.9987476	0.710493383	6.705475308	C	VC	CV.VC	other	0	0	yes	0
IE	PART10106	IRE:W2A-007:1	IRE:W2A-007:127	IRE:W2A-007:127	ICE	AcademicWrit	g	writ.formal	written	conjures up images of rebirth	conjure	up	conjure up	conjures	images of rebirth	rebirth	Continuous	3	15	nc	indef	new	Nonconcrete	non-compositional	4.941757854	no	none	5	2548	5	0.997456987	0.001962323	8.616419007	2.230370476	0.00391696	59.73425845	0	8.993221467	V	CV	CV.VC	other	1	1	no	0
IE	PART10107	IRE:S2B-018:1	IRE:S2B-018:14	IRE:S2B-018:14	ICE	ScriptedMono	d	spok.formal	spoken	step up its economic lobbying	step	up	step up	step	its economic lobbying	lobbying	Continuous	3	19	nc	def	new	Nonconcrete	non-compositional	0.933271115	no	none	53	2548	7	0.129534337	0.002701135	5.695853475	2.594709477	0.005382545	42.49433525	2.920565533	8.50779464	V	CV	CV.VC	other	0	0	yes	0
IE	PART10108	IRE:S1B-012:1	IRE:S1B-012:8	IRE:S1B-012:8	ICE	PublicDia	b	spok.formal	spoken	took on its first graduate	take	on	take on	took	its first graduate	graduate	Continuous	3	16	nc	def	given	Concrete	non-compositional	6.113092206	no	Continuous	1718	7345	41	0.016548389	0.00389262	1.700059477	4.432412827	0.009047777	40.45129646	5.388962317	7.484994771	V	CV	CV.VC	other	0	0	yes	0
